x_mid,var_est,n,D_est,rep,model,diffusion_source
-10.068390849109708,0.09191909070830702,380,0.04595954535415351,0,hinge_plateau_smooth,recompute_from_transitions
-9.859625809230794,0.10154798488098056,380,0.05077399244049028,0,hinge_plateau_smooth,recompute_from_transitions
-9.733335061350664,0.10884860209519388,375,0.05442430104759694,0,hinge_plateau_smooth,recompute_from_transitions
-9.605898119824047,0.13041706410292395,384,0.06520853205146197,0,hinge_plateau_smooth,recompute_from_transitions
-9.494003317754164,0.10742561097616254,381,0.05371280548808127,0,hinge_plateau_smooth,recompute_from_transitions
-9.38961046719011,0.11951872633163203,378,0.05975936316581602,0,hinge_plateau_smooth,recompute_from_transitions
-9.30985796497696,0.08312632722210288,381,0.04156316361105144,0,hinge_plateau_smooth,recompute_from_transitions
-9.22907441968078,0.15229871278061788,380,0.07614935639030894,0,hinge_plateau_smooth,recompute_from_transitions
-9.149818170591885,0.15657300268999721,378,0.07828650134499861,0,hinge_plateau_smooth,recompute_from_transitions
-9.091215962413054,0.1350963341306385,382,0.06754816706531926,0,hinge_plateau_smooth,recompute_from_transitions
-9.01267514698013,0.19727994470125246,381,0.09863997235062623,0,hinge_plateau_smooth,recompute_from_transitions
-8.947160416446657,0.11957940515816512,380,0.05978970257908256,0,hinge_plateau_smooth,recompute_from_transitions
-8.873451635175355,0.11018964021577031,377,0.055094820107885155,0,hinge_plateau_smooth,recompute_from_transitions
-8.807356190005164,0.15208648626525706,383,0.07604324313262853,0,hinge_plateau_smooth,recompute_from_transitions
-8.741796310117136,0.10095703962257806,364,0.05047851981128903,0,hinge_plateau_smooth,recompute_from_transitions
-8.683535851979505,0.18842227772026215,390,0.09421113886013108,0,hinge_plateau_smooth,recompute_from_transitions
-8.613570709602875,0.1731435181806713,384,0.08657175909033565,0,hinge_plateau_smooth,recompute_from_transitions
-8.534361685879588,0.16722203896408466,376,0.08361101948204233,0,hinge_plateau_smooth,recompute_from_transitions
-8.461145186585997,0.22071613975613197,379,0.11035806987806598,0,hinge_plateau_smooth,recompute_from_transitions
-8.346130883773991,0.24688254783072813,386,0.12344127391536407,0,hinge_plateau_smooth,recompute_from_transitions
-8.2715106187736,0.25505870424902544,379,0.12752935212451272,0,hinge_plateau_smooth,recompute_from_transitions
-8.164659914684815,0.18035223145087634,381,0.09017611572543817,0,hinge_plateau_smooth,recompute_from_transitions
-8.064665491769157,0.197936161054573,378,0.0989680805272865,0,hinge_plateau_smooth,recompute_from_transitions
-7.949989290813701,0.17168329270107552,377,0.08584164635053776,0,hinge_plateau_smooth,recompute_from_transitions
-7.8277010312357005,0.1760274956609102,385,0.0880137478304551,0,hinge_plateau_smooth,recompute_from_transitions
-7.708575648073956,0.17690292031994606,372,0.08845146015997303,0,hinge_plateau_smooth,recompute_from_transitions
-7.542533618470438,0.1938301947017892,387,0.0969150973508946,0,hinge_plateau_smooth,recompute_from_transitions
-7.36432602069908,0.22265794619637586,381,0.11132897309818793,0,hinge_plateau_smooth,recompute_from_transitions
-7.081637084249487,0.14399568024995765,379,0.07199784012497883,0,hinge_plateau_smooth,recompute_from_transitions
-6.769557790764505,0.14609651357294154,369,0.07304825678647077,0,hinge_plateau_smooth,recompute_from_transitions
-6.244107164332595,0.19580874491221986,388,0.09790437245610993,0,hinge_plateau_smooth,recompute_from_transitions
-5.147722201671654,0.20002535713666986,384,0.10001267856833493,0,hinge_plateau_smooth,recompute_from_transitions
-10.096676024853227,0.1398839287979483,363,0.06994196439897415,1,hinge_plateau_smooth,recompute_from_transitions
-9.893097488668628,0.09242263270204204,365,0.04621131635102102,1,hinge_plateau_smooth,recompute_from_transitions
-9.754987927822752,0.18280059302498844,362,0.09140029651249422,1,hinge_plateau_smooth,recompute_from_transitions
-9.656220116329328,0.13439128231699238,366,0.06719564115849619,1,hinge_plateau_smooth,recompute_from_transitions
-9.517196878574534,0.10192433113211781,360,0.050962165566058905,1,hinge_plateau_smooth,recompute_from_transitions
-9.41925291201024,0.09096570489574841,367,0.04548285244787421,1,hinge_plateau_smooth,recompute_from_transitions
-9.333062546656109,0.1534572450636084,363,0.0767286225318042,1,hinge_plateau_smooth,recompute_from_transitions
-9.253332901662796,0.10627245613751261,365,0.05313622806875631,1,hinge_plateau_smooth,recompute_from_transitions
-9.16458598592938,0.11236220006832619,364,0.056181100034163094,1,hinge_plateau_smooth,recompute_from_transitions
-9.089466791003543,0.1647895551526609,357,0.08239477757633044,1,hinge_plateau_smooth,recompute_from_transitions
-9.007110435646627,0.22118601077760097,372,0.11059300538880049,1,hinge_plateau_smooth,recompute_from_transitions
-8.941222468303666,0.20875480608473576,364,0.10437740304236788,1,hinge_plateau_smooth,recompute_from_transitions
-8.871280708194963,0.1921209609728937,363,0.09606048048644684,1,hinge_plateau_smooth,recompute_from_transitions
-8.79658503141666,0.15239169297967212,365,0.07619584648983606,1,hinge_plateau_smooth,recompute_from_transitions
-8.723557205816231,0.1241435345452998,363,0.0620717672726499,1,hinge_plateau_smooth,recompute_from_transitions
-8.660512045796448,0.17119474832649434,360,0.08559737416324717,1,hinge_plateau_smooth,recompute_from_transitions
-8.584005515999143,0.18027489661346016,368,0.09013744830673008,1,hinge_plateau_smooth,recompute_from_transitions
-8.516958457692853,0.1526829850315877,364,0.07634149251579385,1,hinge_plateau_smooth,recompute_from_transitions
-8.443682262535171,0.19441520456138403,365,0.09720760228069202,1,hinge_plateau_smooth,recompute_from_transitions
-8.34838621921387,0.1567701262087972,363,0.0783850631043986,1,hinge_plateau_smooth,recompute_from_transitions
-8.272004862643392,0.2617037289886245,364,0.13085186449431224,1,hinge_plateau_smooth,recompute_from_transitions
-8.16932539528419,0.23809123659867434,363,0.11904561829933717,1,hinge_plateau_smooth,recompute_from_transitions
-8.068569022919279,0.2211728528278576,363,0.1105864264139288,1,hinge_plateau_smooth,recompute_from_transitions
-7.940212085376289,0.1622179859047921,366,0.08110899295239606,1,hinge_plateau_smooth,recompute_from_transitions
-7.838589291480624,0.2292256748630708,362,0.1146128374315354,1,hinge_plateau_smooth,recompute_from_transitions
-7.729858620203864,0.2181522680524626,365,0.1090761340262313,1,hinge_plateau_smooth,recompute_from_transitions
-7.564118329517154,0.1418959449543396,366,0.0709479724771698,1,hinge_plateau_smooth,recompute_from_transitions
-7.391654120276229,0.2287579052231078,362,0.1143789526115539,1,hinge_plateau_smooth,recompute_from_transitions
-7.1049586850588575,0.26174373338660484,366,0.13087186669330242,1,hinge_plateau_smooth,recompute_from_transitions
-6.64887025884276,0.2627159211836483,360,0.13135796059182414,1,hinge_plateau_smooth,recompute_from_transitions
-6.059785509718625,0.15676850920125399,367,0.07838425460062699,1,hinge_plateau_smooth,recompute_from_transitions
-4.8590858139707525,0.21045296840070382,366,0.10522648420035191,1,hinge_plateau_smooth,recompute_from_transitions
-10.07781592839398,0.12171609071261592,377,0.06085804535630796,2,hinge_plateau_smooth,recompute_from_transitions
-9.876991432295076,0.12431239508873533,373,0.062156197544367665,2,hinge_plateau_smooth,recompute_from_transitions
-9.730659139371928,0.09250031943414348,382,0.04625015971707174,2,hinge_plateau_smooth,recompute_from_transitions
-9.60500192523346,0.17764128869172258,374,0.08882064434586129,2,hinge_plateau_smooth,recompute_from_transitions
-9.472548390217764,0.1340104830076908,378,0.0670052415038454,2,hinge_plateau_smooth,recompute_from_transitions
-9.386507377884655,0.1645150012098103,380,0.08225750060490515,2,hinge_plateau_smooth,recompute_from_transitions
-9.31348555070856,0.17811729322385897,377,0.08905864661192948,2,hinge_plateau_smooth,recompute_from_transitions
-9.231678511521965,0.10602681887463046,377,0.05301340943731523,2,hinge_plateau_smooth,recompute_from_transitions
-9.162421431410891,0.11323806953656766,377,0.05661903476828383,2,hinge_plateau_smooth,recompute_from_transitions
-9.092071088576953,0.16441310396556455,378,0.08220655198278227,2,hinge_plateau_smooth,recompute_from_transitions
-9.012809336614032,0.18023902540355224,375,0.09011951270177612,2,hinge_plateau_smooth,recompute_from_transitions
-8.950322449610766,0.131788850004195,375,0.0658944250020975,2,hinge_plateau_smooth,recompute_from_transitions
-8.889983501644107,0.21795344429168229,381,0.10897672214584114,2,hinge_plateau_smooth,recompute_from_transitions
-8.811512001696638,0.10304970897916534,376,0.05152485448958267,2,hinge_plateau_smooth,recompute_from_transitions
-8.75164867487449,0.14250309868697136,378,0.07125154934348568,2,hinge_plateau_smooth,recompute_from_transitions
-8.67460097222498,0.21806133604907887,376,0.10903066802453944,2,hinge_plateau_smooth,recompute_from_transitions
-8.601848684653636,0.17288108298354127,379,0.08644054149177063,2,hinge_plateau_smooth,recompute_from_transitions
